------------------||App started||01.09.2020 20:28:51||-----------------terrain generation: 7;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 16;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 8;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||01.09.2020 20:33:47||-----------------terrain generation: 5;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 7;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 3;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||01.09.2020 21:13:11||-----------------terrain generation: 5;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 22;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 2;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||01.09.2020 21:14:30||-----------------terrain generation: 10;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 119;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 3;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||01.09.2020 21:16:26||-----------------terrain generation: 5;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 32;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 2;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||01.09.2020 21:17:46||-----------------terrain generation: 5;  Terrain size (X/Y/Z); 512/64/512; voxel scale: 2
Marching Cubes; 33;  Terrain size (X/Y/Z); 512/64/512; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 512/64/512; voxel scale: 2
render: 3;  Terrain size (X/Y/Z); 512/64/512; voxel scale: 2
------------------||App started||01.09.2020 21:30:00||-----------------terrain generation: 1;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 1;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 1;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
